expert.level,country,ASA.Class,Apfel.Score,NYHA.Score,ARISCAT.Score,rRCI,POSPOM,method.future.evaluation,who.obtains,online.legal,online.possible.internet,online.possible.telefon,lack of contact,impossible to observe behavior,no relation,no confidence,legal requirenments,unsure if illigal,no anamnestic info,Less stressful,Less waiting,Standardized questionaires,More efficient than face-to-face,Obtain.both.parents.complex,Obtain.both.parents.simple,parents.legal.online,id.card,id.card.needed
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Always both parents,"Just the one, who is present",No,No,No
Consultant,Netherlands,Yes,Yes,Yes,Not selected,Not selected,Not selected,NA,Special trained nurse,No,Yes,Yes,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,Yes,No,No
Consultant,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Slovakia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Netherlands,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Special trained nurse,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Other,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,NA,NA,NA,NA,NA
Consultant,Turkey,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Always both parents,"Just the one, who is present",No,No,No
Consultant,Germany,Yes,Yes,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,Always both parents,Always both parents,No,No,Yes
Resident,United Kingdom (UK),Yes,Not selected,Yes,Not selected,Not selected,Yes,in person,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Slovenia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Italy,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,Yes,Yes
Resident,Ireland,Yes,Not selected,Yes,Yes,Not selected,Yes,in person,Resident,I do not know,Different (please comment),Different (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Yes,Not selected,Not selected,Yes,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Poland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Different (please commment),Yes
Consultant,Kosovo,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Bulgaria,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Consultant,No,Different (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Different (please commment),Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,Yes,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,Different (please comment),Different (please comment),Not selected,Yes,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Other,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",No,No,No
Consultant,Portugal,Yes,Not selected,Yes,Not selected,Yes,Not selected,in person,Consultant,I do not know,No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Norway,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Special trained nurse,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Slovenia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,Different (please comment),Different (please comment),Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Special trained nurse,No,No (please comment),Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Poland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Czechia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Sweden,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Yes,Not selected,Not selected,in person,Consultant,No,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",No,No,Yes
Resident,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Always both parents,Always both parents,Yes,No,No
Consultant,France,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,No,Yes,Yes
Consultant,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,Always both parents,Yes,No,No
Consultant,Netherlands,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Not selected,Always both parents,Always both parents,No,Yes,Yes
Consultant,Ireland,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Belgium,Yes,Yes,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,France,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Slovakia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,No,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,NA,NA,NA,NA,NA
Consultant,Netherlands,Yes,Yes,Yes,Not selected,Not selected,Not selected,via telefone,Resident,Yes,No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Israel,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Yes,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,Different (please comment),Different (please comment),No,No,No
Consultant,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,Yes,Different (please commment)
Consultant,Turkey,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,Yes,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Anaesthesia technician,Switzerland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Resident,No,No (please comment),Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,Always both parents,Always both parents,Yes,Yes,Yes
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Greece,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Slovenia,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,United Kingdom (UK),Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Norway,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,No
Consultant,United Kingdom (UK),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",Different (please commment),Yes,Yes
Resident,Bulgaria,Yes,Not selected,Yes,Not selected,Not selected,Not selected,via telefone,Resident,Yes,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Consultant,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Not selected,Yes,Not selected,"Just the one, who is present","Just the one, who is present",Different (please commment),No,Yes
Resident,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,NA,NA,NA,NA,NA
Resident,Italy,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Yes,Always both parents,Always both parents,Yes,No,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Always both parents,"Just the one, who is present",Yes,Yes,Yes
Resident,Germany,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Always both parents,"Just the one, who is present",No,No,No
Consultant,Malta,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Latvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Portugal,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Different (please commment),No,Yes
Resident,Ireland,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,online via videoconference,Resident,I do not know,Different (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Malta,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Other,Netherlands,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Special trained nurse,No,Yes,Yes,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Ireland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Resident,I do not know,Yes,Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Bosnia and Herzegovina,Yes,Yes,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,Yes
Consultant,Belgium,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,other,No,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,NA,Consultant,Yes,No (please comment),No (please comment),Not selected,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Other,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,No,Yes,No (please comment),Yes,Not selected,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resident,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Not selected,Yes,Yes,Yes,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,Yes,Yes
Consultant,Germany,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,Yes,Yes,No (please comment),Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,Always both parents,"Just the one, who is present",Yes,Yes,Yes
Consultant,Greece,Yes,Not selected,Yes,Not selected,Not selected,Not selected,online via videoconference,Consultant,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Netherlands,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,No,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",Yes,No,Yes
Consultant,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other,United Kingdom (UK),Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Resident,No,No (please comment),No (please comment),Yes,Yes,Yes,Yes,Yes,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Switzerland,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,No,Yes,No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Different (please comment),Different (please comment),No,Yes,Yes
Consultant,Netherlands,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Switzerland,Yes,Yes,Yes,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,I do not know,No (please comment),No (please comment),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Resident,Turkey,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Serbia,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Romania,Yes,Yes,Yes,Not selected,Not selected,Not selected,in person,other,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,United Kingdom (UK),Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Consultant,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Yes,Not selected,Not selected,Yes,Yes,Yes,Yes,"Just the one, who is present","Just the one, who is present",No,No,No
Consultant,Albania,Not selected,Not selected,Yes,Not selected,Not selected,Not selected,in person,Consultant,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Yes,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,No,No
Other,Other,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Yes,Yes,Not selected,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Consultant,Sweden,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via videoconference,other,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Spain,Yes,Yes,Not selected,Not selected,Not selected,Not selected,online via videoconference,Resident,No,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Always both parents,Always both parents,No,NA,NA
Consultant,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Germany,Yes,Yes,Yes,Not selected,Yes,Not selected,in person,Resident,No,Yes,Yes,Yes,Not selected,Yes,Yes,Yes,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Always both parents,Always both parents,No,Yes,Yes
Consultant,Ireland,Yes,Yes,Yes,Not selected,Not selected,Yes,in person,other,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,online via patient´s self assessment,Consultant,No,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Yes,Not selected,"Just the one, who is present","Just the one, who is present",No,Yes,Yes
Resident,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Resident,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Consultant,Other,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,in person,Special trained nurse,I do not know,No (please comment),No (please comment),Not selected,Yes,Not selected,Not selected,Yes,Yes,Not selected,Not selected,Yes,Not selected,Yes,"Just the one, who is present",Different (please comment),No,No,Yes
Resident,Germany,Yes,Not selected,Yes,Not selected,Not selected,Not selected,in person,Resident,I do not know,No (please comment),No (please comment),Yes,Not selected,Not selected,Not selected,Not selected,Yes,Not selected,Yes,Yes,Not selected,Not selected,Different (please comment),"Just the one, who is present",Different (please commment),No,Different (please commment)
